alpha,CL,CD,CDp,Cm,Top,Xtr,Bot,Xtr,Cpmin,Chinge,XCp
0.100,0.3265,0.01164,0.00456,-0.0454,0.3827,0.4788,-1.1096,0.0000,0.0000,0.0000,0.3873
0.200,0.3359,0.01132,0.00464,-0.0435,0.3759,0.5987,-1.1255,0.0000,0.0000,0.0000,0.3774
0.300,0.3461,0.01118,0.00475,-0.0413,0.3698,0.6807,-1.1422,0.0000,0.0000,0.0000,0.3672
0.400,0.3576,0.01109,0.00489,-0.0392,0.3645,0.7463,-1.1595,0.0000,0.0000,0.0000,0.3573
0.500,0.3709,0.01108,0.00502,-0.0373,0.3594,0.7954,-1.1782,0.0000,0.0000,0.0000,0.3481
0.600,0.3850,0.01112,0.00518,-0.0355,0.3544,0.8368,-1.1977,0.0000,0.0000,0.0000,0.3396
0.700,0.4012,0.01124,0.00534,-0.0341,0.3497,0.8748,-1.2189,0.0000,0.0000,0.0000,0.3323
0.800,0.4222,0.01143,0.00552,-0.0336,0.3450,0.9050,-1.2458,0.0000,0.0000,0.0000,0.3269
0.900,0.4470,0.01167,0.00573,-0.0341,0.3406,0.9275,-1.2767,0.0000,0.0000,0.0000,0.3235
1.000,0.4762,0.01188,0.00594,-0.0354,0.3364,0.9468,-1.3112,0.0000,0.0000,0.0000,0.3215
1.100,0.5076,0.01211,0.00617,-0.0372,0.3320,0.9633,-1.3480,0.0000,0.0000,0.0000,0.3204
1.200,0.5431,0.01237,0.00641,-0.0399,0.3276,0.9729,-1.3887,0.0000,0.0000,0.0000,0.3205
1.300,0.5766,0.01263,0.00664,-0.0422,0.3236,0.9818,-1.4284,0.0000,0.0000,0.0000,0.3202
1.400,0.6143,0.01294,0.00690,-0.0454,0.3194,0.9893,-1.4727,0.0000,0.0000,0.0000,0.3209
1.500,0.6514,0.01329,0.00720,-0.0485,0.3151,0.9960,-1.5166,0.0000,0.0000,0.0000,0.3214
1.600,0.6820,0.01352,0.00746,-0.0504,0.3120,1.0000,-1.5535,0.0000,0.0000,0.0000,0.3207
1.700,0.6947,0.01368,0.00764,-0.0491,0.3099,1.0000,-1.5743,0.0000,0.0000,0.0000,0.3174
1.800,0.7075,0.01385,0.00783,-0.0477,0.3077,1.0000,-1.5965,0.0000,0.0000,0.0000,0.3142
1.900,0.7202,0.01404,0.00803,-0.0464,0.3056,1.0000,-1.6207,0.0000,0.0000,0.0000,0.3110
2.000,0.7330,0.01424,0.00824,-0.0450,0.3034,1.0000,-1.6450,0.0000,0.0000,0.0000,0.3079
2.100,0.7458,0.01445,0.00847,-0.0436,0.3014,1.0000,-1.6695,0.0000,0.0000,0.0000,0.3049
2.200,0.7587,0.01467,0.00870,-0.0423,0.2993,1.0000,-1.6941,0.0000,0.0000,0.0000,0.3020
2.300,0.7715,0.01491,0.00895,-0.0408,0.2974,1.0000,-1.7190,0.0000,0.0000,0.0000,0.2992
2.400,0.7844,0.01516,0.00921,-0.0394,0.2956,1.0000,-1.7439,0.0000,0.0000,0.0000,0.2964
2.500,0.7970,0.01543,0.00949,-0.0380,0.2937,1.0000,-1.7688,0.0000,0.0000,0.0000,0.2937
2.600,0.8093,0.01574,0.00979,-0.0365,0.2916,1.0000,-1.7938,0.0000,0.0000,0.0000,0.2910
2.700,0.8215,0.01606,0.01014,-0.0350,0.2894,1.0000,-1.8174,0.0000,0.0000,0.0000,0.2885
2.800,0.8338,0.01636,0.01051,-0.0335,0.2873,1.0000,-1.8398,0.0000,0.0000,0.0000,0.2860
2.900,0.8459,0.01670,0.01092,-0.0320,0.2853,1.0000,-1.8638,0.0000,0.0000,0.0000,0.2836
3.000,0.8578,0.01706,0.01135,-0.0305,0.2833,1.0000,-1.8891,0.0000,0.0000,0.0000,0.2812
3.100,0.8693,0.01745,0.01181,-0.0290,0.2811,1.0000,-1.9141,0.0000,0.0000,0.0000,0.2789
3.200,0.8806,0.01785,0.01227,-0.0275,0.2790,1.0000,-1.9388,0.0000,0.0000,0.0000,0.2766
3.300,0.8917,0.01826,0.01275,-0.0259,0.2770,1.0000,-1.9633,0.0000,0.0000,0.0000,0.2744
3.400,0.9025,0.01870,0.01324,-0.0243,0.2749,1.0000,-1.9877,0.0000,0.0000,0.0000,0.2722
3.500,0.9132,0.01914,0.01373,-0.0227,0.2729,1.0000,-2.0124,0.0000,0.0000,0.0000,0.2700
3.600,0.9239,0.01956,0.01419,-0.0211,0.2705,1.0000,-2.0386,0.0000,0.0000,0.0000,0.2679
3.700,0.9344,0.02000,0.01465,-0.0194,0.2683,1.0000,-2.0658,0.0000,0.0000,0.0000,0.2657
3.800,0.9439,0.02052,0.01520,-0.0177,0.2663,1.0000,-2.0941,0.0000,0.0000,0.0000,0.2636
3.900,0.9500,0.02117,0.01596,-0.0160,0.2644,1.0000,-2.1126,0.0000,0.0000,0.0000,0.2616
4.000,0.9543,0.02189,0.01680,-0.0142,0.2622,1.0000,-2.1269,0.0000,0.0000,0.0000,0.2595
4.100,0.9576,0.02266,0.01767,-0.0124,0.2599,1.0000,-2.1396,0.0000,0.0000,0.0000,0.2575
4.200,0.9599,0.02345,0.01856,-0.0106,0.2576,1.0000,-2.1511,0.0000,0.0000,0.0000,0.2555
4.300,0.9608,0.02424,0.01943,-0.0087,0.2552,1.0000,-2.1610,0.0000,0.0000,0.0000,0.2534
4.400,0.9619,0.02500,0.02026,-0.0067,0.2527,1.0000,-2.1739,0.0000,0.0000,0.0000,0.2512
4.500,0.9643,0.02573,0.02104,-0.0049,0.2500,1.0000,-2.1930,0.0000,0.0000,0.0000,0.2492
4.600,0.9677,0.02645,0.02181,-0.0032,0.2475,1.0000,-2.2144,0.0000,0.0000,0.0000,0.2473
4.700,0.9707,0.02725,0.02265,-0.0017,0.2455,1.0000,-2.2344,0.0000,0.0000,0.0000,0.2456
4.800,0.9738,0.02808,0.02351,-0.0002,0.2437,1.0000,-2.2546,0.0000,0.0000,0.0000,0.2440
4.900,0.9733,0.02915,0.02463,0.0010,0.2418,1.0000,-2.2654,0.0000,0.0000,0.0000,0.2426
5.000,0.9606,0.03098,0.02658,0.0013,0.2393,1.0000,-2.2435,0.0000,0.0000,0.0000,0.2422
5.100,0.9484,0.03293,0.02862,0.0011,0.2364,1.0000,-2.2242,0.0000,0.0000,0.0000,0.2422
5.200,0.9383,0.03488,0.03063,0.0007,0.2330,1.0000,-2.2092,0.0000,0.0000,0.0000,0.2425
5.300,0.9324,0.03663,0.03244,0.0004,0.2295,1.0000,-2.2045,0.0000,0.0000,0.0000,0.2427
5.400,0.9310,0.03812,0.03396,0.0003,0.2264,1.0000,-2.2116,0.0000,0.0000,0.0000,0.2427
5.500,0.9325,0.03943,0.03530,0.0004,0.2239,1.0000,-2.2266,0.0000,0.0000,0.0000,0.2425
5.600,0.9361,0.04058,0.03647,0.0007,0.2216,1.0000,-2.2531,0.0000,0.0000,0.0000,0.2420
5.700,0.9409,0.04162,0.03752,0.0012,0.2197,1.0000,-2.2844,0.0000,0.0000,0.0000,0.2413
5.800,0.9130,0.04560,0.04155,-0.0024,0.2157,1.0000,-2.2029,0.0000,0.0000,0.0000,0.2452
5.900,0.8950,0.04890,0.04488,-0.0051,0.2110,1.0000,-2.1506,0.0000,0.0000,0.0000,0.2483
6.000,0.8896,0.05110,0.04709,-0.0064,0.2067,1.0000,-2.1393,0.0000,0.0000,0.0000,0.2496
6.100,0.8921,0.05249,0.04850,-0.0065,0.2032,1.0000,-2.1620,0.0000,0.0000,0.0000,0.2496
6.200,0.8984,0.05350,0.04952,-0.0061,0.2007,1.0000,-2.1994,0.0000,0.0000,0.0000,0.2490
6.300,0.9067,0.05427,0.05031,-0.0054,0.1985,1.0000,-2.2468,0.0000,0.0000,0.0000,0.2479
6.400,0.8916,0.05740,0.05344,-0.0077,0.1947,1.0000,-2.1983,0.0000,0.0000,0.0000,0.2506
6.500,0.8770,0.06050,0.05656,-0.0100,0.1901,1.0000,-2.1498,0.0000,0.0000,0.0000,0.2534
6.600,0.8739,0.06247,0.05853,-0.0109,0.1857,1.0000,-2.1522,0.0000,0.0000,0.0000,0.2543
6.700,0.8783,0.06370,0.05977,-0.0109,0.1820,1.0000,-2.1866,0.0000,0.0000,0.0000,0.2541
6.800,0.8869,0.06450,0.06060,-0.0103,0.1791,1.0000,-2.2405,0.0000,0.0000,0.0000,0.2531
6.900,0.8975,0.06509,0.06120,-0.0093,0.1765,1.0000,-2.3062,0.0000,0.0000,0.0000,0.2517
7.000,0.8790,0.06859,0.06470,-0.0121,0.1726,1.0000,-2.2342,0.0000,0.0000,0.0000,0.2551
7.100,0.8713,0.07105,0.06717,-0.0136,0.1682,1.0000,-2.2112,0.0000,0.0000,0.0000,0.2569
7.200,0.8725,0.07265,0.06878,-0.0140,0.1638,1.0000,-2.2315,0.0000,0.0000,0.0000,0.2573
7.300,0.8814,0.07347,0.06962,-0.0135,0.1598,1.0000,-2.2958,0.0000,0.0000,0.0000,0.2563
7.400,0.8945,0.07386,0.07003,-0.0123,0.1567,1.0000,-2.3847,0.0000,0.0000,0.0000,0.2546
7.500,0.8805,0.07700,0.07317,-0.0146,0.1534,1.0000,-2.3281,0.0000,0.0000,0.0000,0.2574
7.600,0.8730,0.07953,0.07570,-0.0162,0.1495,1.0000,-2.3034,0.0000,0.0000,0.0000,0.2593
7.700,0.8727,0.08132,0.07750,-0.0169,0.1451,1.0000,-2.3174,0.0000,0.0000,0.0000,0.2599
7.800,0.8827,0.08204,0.07825,-0.0162,0.1402,1.0000,-2.3902,0.0000,0.0000,0.0000,0.2588
7.900,0.8878,0.08325,0.07950,-0.0161,0.1365,1.0000,-2.4356,0.0000,0.0000,0.0000,0.2584
8.000,0.8784,0.08603,0.08227,-0.0179,0.1334,1.0000,-2.3926,0.0000,0.0000,0.0000,0.2607
8.100,0.8736,0.08837,0.08462,-0.0192,0.1300,1.0000,-2.3741,0.0000,0.0000,0.0000,0.2622
8.200,0.8734,0.09025,0.08651,-0.0200,0.1263,1.0000,-2.3811,0.0000,0.0000,0.0000,0.2629
8.300,0.8796,0.09144,0.08771,-0.0198,0.1224,1.0000,-2.4362,0.0000,0.0000,0.0000,0.2625
8.400,0.8849,0.09272,0.08900,-0.0198,0.1187,1.0000,-2.4879,0.0000,0.0000,0.0000,0.2622
8.500,0.8769,0.09552,0.09180,-0.0217,0.1155,1.0000,-2.4514,0.0000,0.0000,0.0000,0.2645
8.600,0.8737,0.09783,0.09412,-0.0230,0.1117,1.0000,-2.4432,0.0000,0.0000,0.0000,0.2660
8.700,0.8755,0.09960,0.09589,-0.0236,0.1078,1.0000,-2.4673,0.0000,0.0000,0.0000,0.2665
8.800,0.8810,0.10093,0.09723,-0.0236,0.1045,1.0000,-2.5172,0.0000,0.0000,0.0000,0.2662
8.900,0.8826,0.10272,0.09902,-0.0242,0.1020,1.0000,-2.5384,0.0000,0.0000,0.0000,0.2667
9.000,0.8766,0.10544,0.10175,-0.0260,0.0998,1.0000,-2.5000,0.0000,0.0000,0.0000,0.2689
9.100,0.8729,0.10794,0.10425,-0.0274,0.0974,1.0000,-2.4748,0.0000,0.0000,0.0000,0.2706
9.200,0.8712,0.11022,0.10654,-0.0286,0.0949,1.0000,-2.4623,0.0000,0.0000,0.0000,0.2720
9.300,0.8717,0.11227,0.10859,-0.0296,0.0923,1.0000,-2.4647,0.0000,0.0000,0.0000,0.2729
9.400,0.8754,0.11391,0.11024,-0.0300,0.0896,1.0000,-2.4932,0.0000,0.0000,0.0000,0.2732
9.500,0.8810,0.11528,0.11160,-0.0301,0.0870,1.0000,-2.5416,0.0000,0.0000,0.0000,0.2729
9.600,0.8757,0.11819,0.11451,-0.0321,0.0846,1.0000,-2.4875,0.0000,0.0000,0.0000,0.2754
9.700,0.8732,0.12076,0.11708,-0.0337,0.0818,1.0000,-2.4560,0.0000,0.0000,0.0000,0.2772
9.800,0.8729,0.12305,0.11938,-0.0349,0.0793,1.0000,-2.4490,0.0000,0.0000,0.0000,0.2786
9.900,0.8739,0.12520,0.12153,-0.0359,0.0773,1.0000,-2.4580,0.0000,0.0000,0.0000,0.2796
10.000,0.8763,0.12718,0.12351,-0.0368,0.0754,1.0000,-2.4772,0.0000,0.0000,0.0000,0.2804
10.100,0.8798,0.12898,0.12531,-0.0374,0.0738,1.0000,-2.5073,0.0000,0.0000,0.0000,0.2808
10.200,0.8827,0.13086,0.12718,-0.0381,0.0725,1.0000,-2.5327,0.0000,0.0000,0.0000,0.2814
10.300,0.8804,0.13364,0.12997,-0.0399,0.0712,1.0000,-2.4973,0.0000,0.0000,0.0000,0.2835
10.400,0.8791,0.13631,0.13264,-0.0415,0.0699,1.0000,-2.4689,0.0000,0.0000,0.0000,0.2853
10.500,0.8787,0.13888,0.13521,-0.0430,0.0686,1.0000,-2.4460,0.0000,0.0000,0.0000,0.2870
10.600,0.8791,0.14137,0.13770,-0.0444,0.0672,1.0000,-2.4276,0.0000,0.0000,0.0000,0.2886
10.700,0.8801,0.14376,0.14010,-0.0458,0.0659,1.0000,-2.4138,0.0000,0.0000,0.0000,0.2899
10.800,0.8820,0.14602,0.14236,-0.0469,0.0642,1.0000,-2.4095,0.0000,0.0000,0.0000,0.2911
10.900,0.8852,0.14806,0.14440,-0.0479,0.0624,1.0000,-2.4208,0.0000,0.0000,0.0000,0.2919
11.000,0.8900,0.14982,0.14616,-0.0486,0.0606,1.0000,-2.4534,0.0000,0.0000,0.0000,0.2922
11.100,0.8944,0.15163,0.14796,-0.0493,0.0590,1.0000,-2.4826,0.0000,0.0000,0.0000,0.2925
11.200,0.8934,0.15458,0.15091,-0.0512,0.0574,1.0000,-2.4290,0.0000,0.0000,0.0000,0.2948
11.300,0.8942,0.15724,0.15357,-0.0528,0.0563,1.0000,-2.3949,0.0000,0.0000,0.0000,0.2964
11.400,0.8958,0.15980,0.15613,-0.0543,0.0552,1.0000,-2.3670,0.0000,0.0000,0.0000,0.2979
11.500,0.8978,0.16231,0.15864,-0.0557,0.0542,1.0000,-2.3433,0.0000,0.0000,0.0000,0.2993
11.600,0.9002,0.16477,0.16110,-0.0571,0.0532,1.0000,-2.3231,0.0000,0.0000,0.0000,0.3006
11.700,0.9030,0.16719,0.16352,-0.0584,0.0522,1.0000,-2.3061,0.0000,0.0000,0.0000,0.3017
11.800,0.9062,0.16957,0.16590,-0.0596,0.0514,1.0000,-2.3041,0.0000,0.0000,0.0000,0.3028
