,z location [m],Polar moment of Inertia J [mm^4],Displacement [m],Rotation [rad],Rotation [deg],Area Moment of Inertia [mm^4]

0,0.0,0.0037549162125453976,0.0,0.0,0.0,0.0013363251483593428

1,0.122020202020202,0.003679580364785774,-0.0002720786335564751,0.0005574920590422891,0.03194194209518127,0.001310687396600896

2,0.244040404040404,0.003605258971640127,-0.001087903013491462,0.001116588608418939,0.06397581471479095,0.001285378970713351

3,0.366060606060606,0.0035319451565021505,-0.002446830850629697,0.0016774458233820941,0.0961105660416413,0.0012603977468754564

4,0.488080808080808,0.0034596320427655435,-0.004348186519423956,0.00224025280287352,0.12835703064700588,0.0012357416012659626

5,0.61010101010101,0.003388312753824,-0.006791260994243774,0.002805180142023557,0.1607249829118587,0.001211408410063619

6,0.732121212121212,0.003317980413071214,-0.009775311767953744,0.0033723703605841432,0.193222588616483,0.0011873960494471752

7,0.854141414141414,0.0032486281439008794,-0.01329956287117364,0.003941941690325836,0.2258566219423361,0.0011637023955953809

8,0.976161616161616,0.0031802490697066944,-0.017363204960568576,0.004513997651474203,0.25863301416143736,0.001140325324686985

9,1.098181818181818,0.0031128363138823497,-0.021965395434971054,0.005088635824370004,0.2915573562154756,0.0011172627129007367

10,1.22020202020202,0.0030463829998215444,-0.027105258532179214,0.005665953997472044,0.3246352509704256,0.001094512436415387

11,1.342222222222222,0.002980882250917973,-0.03278188537624928,0.006246052323606448,0.3578724367605306,0.0010720723714096848

12,1.464242424242424,0.002916327190565328,-0.03899433396293564,0.006829032909067871,0.3912747638455359,0.0010499403940623798

13,1.586262626262626,0.002852710942157306,-0.04574162908478064,0.007414997089888929,0.42484803835242313,0.0010281143805522205

14,1.708282828282828,0.0027900266290876038,-0.05302276222257878,0.00800404236171026,0.4585978463699218,0.0010065922070579584

15,1.83030303030303,0.0027282673747499125,-0.06083669140011414,0.008596258097990413,0.49252930862000716,0.0009853717497583412

16,1.952323232323232,0.0026674263025379306,-0.06918234105795405,0.00919172401697771,0.5266469926218582,0.0009644508848321195

17,2.074343434343434,0.002607496535845351,-0.07805860192981179,0.009790507774830263,0.560954774787793,0.0009438274884580428

18,2.196363636363636,0.0025484711980658698,-0.08746433095072785,0.010392665390049141,0.5954558647414973,0.0009234994368148602

19,2.318383838383838,0.0024903434125931835,-0.09739835127434855,0.010998242106852314,0.6301528547857081,0.0009034646060813217

20,2.44040404040404,0.0024331063028209836,-0.10785945201659582,0.011607274486014394,0.6650478396985067,0.0008837208724361762

21,2.562424242424242,0.002376752992142968,-0.11884638912603852,0.01221979179288811,0.70014249626109,0.0008642661120581741

22,2.684444444444444,0.0023212766039528315,-0.13035788265605922,0.012835823252238579,0.7354384989291569,0.0008450982011260644

23,2.806464646464646,0.0022666702616442663,-0.14239262588629523,0.01345538421062635,0.7709367269958566,0.0008262150158185969

24,2.928484848484848,0.0022129270886109714,-0.154949256582829,0.014078539705831292,0.8066409068514846,0.0008076144323145213

25,3.05050505050505,0.0021600402082466385,-0.16802644650826262,0.014705178458756199,0.8425446626734229,0.0007892943267925865

26,3.172525252525252,0.0021080027439449654,-0.1816226341084996,0.015335857192803785,0.8786798923630033,0.0007712525754315427

27,3.294545454545454,0.002056807819099645,-0.19573676795369263,0.015968801719211393,0.9149449423920659,0.0007534870544101393

