,z location [m],Polar moment of Inertia J [mm^4],Displacement [m],Rotation [rad],Rotation [deg],Area Moment of Inertia [mm^4]
0,0.0,0.0009835136407282822,0.0,0.0,0.0,0.0003508761268193841
1,0.122020202020202,0.0009637811541125043,-0.0010353742887775955,0.002126311368962504,0.12182866737223585,0.0003441898169119562
2,0.244040404040404,0.0009443143804698713,-0.004136515299526747,0.0042545570791158605,0.2437681643308459,0.0003375887521719824
3,0.366060606060606,0.0009251115186320697,-0.009295800850660141,0.006385411389791282,0.3658571230898059,0.0003310723874526901
4,0.488080808080808,0.000906170767430786,-0.01650540974091843,0.00851965089602472,0.4881400392670666,0.00032464017760730794
5,0.61010101010101,0.0008874903256977062,-0.025757321817661615,0.010657918470697221,0.6106537467654756,0.00031829157748906363
6,0.732121212121212,0.0008690683922645171,-0.03704331815581399,0.01280070957742307,0.7334266335590334,0.00031202604195118533
7,0.854141414141414,0.0008509031659629041,-0.050354981801568534,0.014948414090381973,0.8564810377927786,0.000305843025846901
8,0.976161616161616,0.0008329928456245542,-0.0656836987758812,0.017101371952860704,0.979836436782317,0.0002997419840294386
9,1.098181818181818,0.0008153356300811522,-0.0830206590633784,0.019259911777120105,1.1035116586232911,0.000293722371352026
10,1.22020202020202,0.0007979297181643859,-0.10235685735111076,0.021424368654736427,1.2275259026487706,0.0002877836426678917
11,1.342222222222222,0.0007807733087059415,-0.12368309343384183,0.023595080071847255,1.351898505390083,0.00028192525283026343
12,1.464242424242424,0.0007638646005375041,-0.14698997230988753,0.025772371563621804,1.4766481186385076,0.00027614665669236933
13,1.586262626262626,0.0007472017924907608,-0.17226790404129527,0.027956536576881,1.6017915556583948,0.0002704473091074371
14,1.708282828282828,0.000730783083397398,-0.1995071036439192,0.030147818327556676,1.7273427516961495,0.0002648266649286953
15,1.83030303030303,0.0007146066720891013,-0.22869759078604332,0.03234639831904277,1.8533121061302111,0.00025928417900937143
16,1.952323232323232,0.0006986707573975572,-0.259829190229603,0.03455239123775347,1.9797061900080806,0.00025381930620269386
17,2.074343434343434,0.0006829735381544521,-0.29289153103757454,0.0367658511199608,2.106528099380085,0.0002484315013618905
18,2.196363636363636,0.000667513213191472,-0.32787405034014383,0.03898677671785265,2.233777762751857,0.0002431202193401894
19,2.318383838383838,0.0006522879813403037,-0.36476598332639143,0.04121514330113771,2.361453763182078,0.00023788491499081855
20,2.44040404040404,0.0006372960414326325,-0.4035563992033216,0.04345085267205526,2.4895504743535017,0.00023272504316700595
21,2.562424242424242,0.0006225355923001456,-0.44423409049938994,0.045693991754354873,2.6180728766301185,0.0002276400587219797
22,2.684444444444444,0.0006080048327745288,-0.4867879189923706,0.04794393196201609,2.746984954685894,0.0002226294165089678
23,2.806464646464646,0.000593701961687468,-0.5312057900340027,0.05020274317211648,2.876405303741485,0.00021769257138119826
24,2.928484848484848,0.0005796251778706501,-0.577477524238282,0.05246248076386395,3.0058787305556716,0.00021282897819189915
25,3.05050505050505,0.0005657726801557608,-0.625586292143442,0.054771273596260536,3.138162815622051,0.00020803809179429836
26,3.172525252525252,0.0005521426673744869,-0.6755042920407334,0.057130097188862805,3.2733134520940474,0.00020331936704162407
27,3.294545454545454,0.0005387333383585141,-0.7272113957927655,0.05949166998373933,3.4086216062533863,0.00019867225878710432
28,3.416565656565656,0.0005255428919395289,-0.7806931081892821,0.06186381429044483,3.5445354634235984,0.00019409622188396698
29,3.538585858585858,0.0005125695269492177,-0.835932633205202,0.06424440480939063,3.680933252908051,0.0001895907111854402
30,3.66060606060606,0.0004998114422192664,-0.8929135498848704,0.0666339367892404,3.8178433503649827,0.00018515518154475189
31,3.782626262626262,0.0004872668365813616,-0.9516188484658498,0.06903214796449332,3.955250729088084,0.00018078908781513024
32,3.904646464646464,0.0004749339088671891,-1.0120312493628412,0.07143892108382806,4.093148671071501,0.00017649188484980313
33,4.026666666666666,0.00046281085790843534,-1.074133093273359,0.07385404057498623,4.231524824934647,0.00017226302750199864
34,4.148686868686868,0.00045089588253678707,-1.137906366728786,0.07627726493816916,4.370365353758306,0.00016810197062494485
35,4.27070707070707,0.00043918718158393003,-1.2033326966548579,0.07870831527456844,4.509654277817843,0.00016400816907186972
36,4.392727272727272,0.00042768295388155017,-1.2703933363886404,0.0811468895199698,4.64937429010864,0.00015998107769600126
37,4.514747474747474,0.00041638139826133435,-1.3390691712604872,0.08359267229543511,4.789507320748595,0.00015602015135056748
38,4.636767676767676,0.00040528071355496836,-1.4093407078653593,0.08604534296310096,4.930034998541382,0.00015212484488879647
39,4.758787878787878,0.0003943790985941389,-1.4811880733744185,0.08850458492804991,5.070939183934417,0.0001482946131639163
40,4.88080808080808,0.00038367475221053163,-1.5545910101567024,0.09097008776565343,5.212202090906627,0.0001445289110291548
41,5.002828282828282,0.00037316587323583353,-1.629528869096624,0.09344154869896085,5.353806371616605,0.00014082719333774027
42,5.124848484848484,0.0003628506605017301,-1.7059806078867121,0.0959186684425522,5.495734878272918,0.00013718891494290042
43,5.2468686868686865,0.0003527273128399081,-1.7839247860967207,0.09840114584322124,5.637970356067862,0.00013361353069786357
44,5.368888888888888,0.00034279402908205355,-1.8633395572309635,0.10088866241259878,5.780494556962056,0.00013010049545585757
45,5.49090909090909,0.00033304900805985257,-1.9442026685414622,0.10338087156397636,5.923287622999871,0.00012664926407011045
46,5.612929292929292,0.000323490448604992,-2.026491449314977,0.10587738229751166,6.066327151540554,0.00012325929139385042
47,5.734949494949494,0.0003141165495491572,-2.110182818740349,0.10837774482450153,6.2095873715897385,0.0001199300322803052
