alpha,CL,CD,CDp,Cm,Top,Xtr,Bot,Xtr,Cpmin,Chinge,XCp
16.600,1.7756,0.03206,0.02806,0.0005,0.0067,1.0000,-12.0222,0.0000,0.0000,0.0000,0.2244
16.700,1.7779,0.03286,0.02888,0.0008,0.0067,1.0000,-12.1181,0.0000,0.0000,0.0000,0.2240
16.800,1.7798,0.03369,0.02973,0.0011,0.0067,1.0000,-12.2111,0.0000,0.0000,0.0000,0.2236
16.900,1.7804,0.03466,0.03073,0.0013,0.0066,1.0000,-12.2933,0.0000,0.0000,0.0000,0.2232
17.000,1.7821,0.03554,0.03164,0.0015,0.0066,1.0000,-12.3844,0.0000,0.0000,0.0000,0.2228
17.100,1.7830,0.03653,0.03265,0.0017,0.0066,1.0000,-12.4690,0.0000,0.0000,0.0000,0.2225
17.200,1.7834,0.03760,0.03375,0.0018,0.0066,1.0000,-12.5482,0.0000,0.0000,0.0000,0.2222
17.300,1.7846,0.03857,0.03474,0.0019,0.0066,1.0000,-12.6360,0.0000,0.0000,0.0000,0.2219
17.400,1.7842,0.03976,0.03597,0.0019,0.0066,1.0000,-12.7083,0.0000,0.0000,0.0000,0.2216
17.500,1.7843,0.04090,0.03713,0.0019,0.0065,1.0000,-12.7851,0.0000,0.0000,0.0000,0.2213
17.600,1.7848,0.04199,0.03825,0.0019,0.0065,1.0000,-12.8663,0.0000,0.0000,0.0000,0.2211
17.700,1.7832,0.04338,0.03968,0.0018,0.0065,1.0000,-12.9265,0.0000,0.0000,0.0000,0.2209
17.800,1.7830,0.04459,0.04091,0.0017,0.0065,1.0000,-13.0006,0.0000,0.0000,0.0000,0.2206
17.900,1.7818,0.04594,0.04229,0.0016,0.0064,1.0000,-13.0645,0.0000,0.0000,0.0000,0.2205
18.000,1.7798,0.04741,0.04379,0.0013,0.0064,1.0000,-13.1213,0.0000,0.0000,0.0000,0.2203
18.100,1.7791,0.04869,0.04510,0.0012,0.0064,1.0000,-13.1903,0.0000,0.0000,0.0000,0.2201
18.200,1.7753,0.05038,0.04683,0.0009,0.0064,1.0000,-13.2288,0.0000,0.0000,0.0000,0.2200
18.300,1.7732,0.05183,0.04832,0.0007,0.0063,1.0000,-13.2832,0.0000,0.0000,0.0000,0.2199
18.400,1.7704,0.05340,0.04991,0.0004,0.0063,1.0000,-13.3313,0.0000,0.0000,0.0000,0.2198
18.500,1.7661,0.05521,0.05175,-0.0001,0.0063,1.0000,-13.3633,0.0000,0.0000,0.0000,0.2198
18.600,1.7638,0.05672,0.05330,-0.0003,0.0062,1.0000,-13.4155,0.0000,0.0000,0.0000,0.2196
18.700,1.7582,0.05875,0.05536,-0.0009,0.0062,1.0000,-13.4335,0.0000,0.0000,0.0000,0.2197
18.800,1.7547,0.06047,0.05712,-0.0013,0.0062,1.0000,-13.4721,0.0000,0.0000,0.0000,0.2197
18.900,1.7509,0.06223,0.05891,-0.0018,0.0062,1.0000,-13.5078,0.0000,0.0000,0.0000,0.2196
19.000,1.7443,0.06443,0.06115,-0.0025,0.0061,1.0000,-13.5132,0.0000,0.0000,0.0000,0.2198
19.100,1.7407,0.06618,0.06293,-0.0029,0.0061,1.0000,-13.5490,0.0000,0.0000,0.0000,0.2198
19.200,1.7333,0.06849,0.06528,-0.0037,0.0061,1.0000,-13.5452,0.0000,0.0000,0.0000,0.2199
19.300,1.7280,0.07051,0.06733,-0.0043,0.0060,1.0000,-13.5621,0.0000,0.0000,0.0000,0.2200
19.400,1.7236,0.07236,0.06921,-0.0048,0.0060,1.0000,-13.5896,0.0000,0.0000,0.0000,0.2201
19.500,1.7138,0.07501,0.07191,-0.0058,0.0060,1.0000,-13.5575,0.0000,0.0000,0.0000,0.2204
19.600,1.7082,0.07700,0.07393,-0.0064,0.0060,1.0000,-13.5703,0.0000,0.0000,0.0000,0.2205
19.700,1.7011,0.07924,0.07620,-0.0071,0.0059,1.0000,-13.5665,0.0000,0.0000,0.0000,0.2206
19.800,1.6916,0.08188,0.07888,-0.0081,0.0059,1.0000,-13.5352,0.0000,0.0000,0.0000,0.2210
19.900,1.6860,0.08394,0.08097,-0.0088,0.0059,1.0000,-13.5455,0.0000,0.0000,0.0000,0.2211
20.000,1.6765,0.08662,0.08369,-0.0098,0.0059,1.0000,-13.5116,0.0000,0.0000,0.0000,0.2215
20.100,1.6681,0.08914,0.08625,-0.0108,0.0058,1.0000,-13.4892,0.0000,0.0000,0.0000,0.2218
20.200,1.6624,0.09127,0.08841,-0.0115,0.0058,1.0000,-13.4954,0.0000,0.0000,0.0000,0.2220
20.300,1.6522,0.09410,0.09128,-0.0127,0.0058,1.0000,-13.4500,0.0000,0.0000,0.0000,0.2225
20.400,1.6432,0.09675,0.09397,-0.0138,0.0058,1.0000,-13.4173,0.0000,0.0000,0.0000,0.2230
20.500,1.6373,0.09892,0.09617,-0.0146,0.0057,1.0000,-13.4190,0.0000,0.0000,0.0000,0.2232
20.600,1.6309,0.10119,0.09847,-0.0155,0.0057,1.0000,-13.4133,0.0000,0.0000,0.0000,0.2235
20.700,1.6172,0.10461,0.10193,-0.0171,0.0057,1.0000,-13.3231,0.0000,0.0000,0.0000,0.2243
20.800,1.6110,0.10682,0.10418,-0.0180,0.0057,1.0000,-13.3181,0.0000,0.0000,0.0000,0.2247
20.900,1.6049,0.10898,0.10636,-0.0189,0.0056,1.0000,-13.3140,0.0000,0.0000,0.0000,0.2250
21.000,1.5918,0.11228,0.10970,-0.0204,0.0056,1.0000,-13.2261,0.0000,0.0000,0.0000,0.2258
21.100,1.5834,0.11488,0.11234,-0.0216,0.0056,1.0000,-13.1914,0.0000,0.0000,0.0000,0.2263
21.200,1.5778,0.11708,0.11457,-0.0225,0.0056,1.0000,-13.1883,0.0000,0.0000,0.0000,0.2267
21.300,1.5720,0.11932,0.11683,-0.0235,0.0055,1.0000,-13.1822,0.0000,0.0000,0.0000,0.2271
21.400,1.5576,0.12299,0.12055,-0.0254,0.0055,1.0000,-13.0696,0.0000,0.0000,0.0000,0.2282
21.500,1.5511,0.12539,0.12298,-0.0265,0.0055,1.0000,-13.0516,0.0000,0.0000,0.0000,0.2288
21.600,1.5456,0.12764,0.12526,-0.0276,0.0055,1.0000,-13.0438,0.0000,0.0000,0.0000,0.2292
21.700,1.5396,0.12999,0.12763,-0.0288,0.0054,1.0000,-13.0288,0.0000,0.0000,0.0000,0.2298
21.800,1.5252,0.13377,0.13146,-0.0308,0.0054,1.0000,-12.9066,0.0000,0.0000,0.0000,0.2311
21.900,1.5193,0.13613,0.13385,-0.0320,0.0054,1.0000,-12.8891,0.0000,0.0000,0.0000,0.2317
22.000,1.5138,0.13843,0.13617,-0.0332,0.0053,1.0000,-12.8759,0.0000,0.0000,0.0000,0.2323
22.100,1.5023,0.14180,0.13958,-0.0351,0.0053,1.0000,-12.7826,0.0000,0.0000,0.0000,0.2335
22.200,1.4934,0.14474,0.14256,-0.0368,0.0053,1.0000,-12.7200,0.0000,0.0000,0.0000,0.2345
22.300,1.4878,0.14710,0.14494,-0.0381,0.0053,1.0000,-12.7003,0.0000,0.0000,0.0000,0.2352
22.400,1.4825,0.14944,0.14731,-0.0394,0.0052,1.0000,-12.6814,0.0000,0.0000,0.0000,0.2359
22.500,1.4680,0.15331,0.15122,-0.0417,0.0052,1.0000,-12.5395,0.0000,0.0000,0.0000,0.2375
22.600,1.4613,0.15585,0.15379,-0.0432,0.0052,1.0000,-12.4989,0.0000,0.0000,0.0000,0.2384
22.700,1.4560,0.15818,0.15614,-0.0445,0.0051,1.0000,-12.4763,0.0000,0.0000,0.0000,0.2392
22.800,1.4501,0.16067,0.15866,-0.0460,0.0051,1.0000,-12.4414,0.0000,0.0000,0.0000,0.2401
22.900,1.4354,0.16480,0.16284,-0.0486,0.0051,1.0000,-12.2814,0.0000,0.0000,0.0000,0.2420
23.000,1.4301,0.16725,0.16531,-0.0501,0.0051,1.0000,-12.2506,0.0000,0.0000,0.0000,0.2429
23.100,1.4248,0.16973,0.16781,-0.0517,0.0050,1.0000,-12.2175,0.0000,0.0000,0.0000,0.2439
23.200,1.4108,0.17389,0.17203,-0.0543,0.0050,1.0000,-12.0547,0.0000,0.0000,0.0000,0.2460
23.300,1.4047,0.17660,0.17476,-0.0561,0.0050,1.0000,-12.0028,0.0000,0.0000,0.0000,0.2471
23.400,1.3996,0.17912,0.17730,-0.0577,0.0049,1.0000,-11.9658,0.0000,0.0000,0.0000,0.2482
23.500,1.3937,0.18183,0.18003,-0.0595,0.0048,1.0000,-11.9126,0.0000,0.0000,0.0000,0.2494
23.600,1.3797,0.18622,0.18447,-0.0624,0.0049,1.0000,-11.7306,0.0000,0.0000,0.0000,0.2518
23.700,1.3747,0.18883,0.18710,-0.0642,0.0048,1.0000,-11.6843,0.0000,0.0000,0.0000,0.2530
23.800,1.3693,0.19153,0.18982,-0.0660,0.0047,1.0000,-11.6303,0.0000,0.0000,0.0000,0.2542
23.900,1.3554,0.19608,0.19443,-0.0691,0.0048,1.0000,-11.4329,0.0000,0.0000,0.0000,0.2569
24.000,1.3499,0.19890,0.19727,-0.0710,0.0047,1.0000,-11.3680,0.0000,0.0000,0.0000,0.2583
24.100,1.3447,0.20166,0.20005,-0.0729,0.0046,1.0000,-11.3063,0.0000,0.0000,0.0000,0.2597
24.200,1.3320,0.20614,0.20458,-0.0760,0.0046,1.0000,-11.1112,0.0000,0.0000,0.0000,0.2624
24.300,1.3251,0.20940,0.20787,-0.0783,0.0045,1.0000,-11.0090,0.0000,0.0000,0.0000,0.2642
24.400,1.3200,0.21228,0.21076,-0.0803,0.0044,1.0000,-10.9349,0.0000,0.0000,0.0000,0.2657
24.500,1.3139,0.21541,0.21392,-0.0825,0.0043,1.0000,-10.8392,0.0000,0.0000,0.0000,0.2675
24.600,1.3000,0.22049,0.21905,-0.0860,0.0043,1.0000,-10.5939,0.0000,0.0000,0.0000,0.2708
24.700,1.2948,0.22354,0.22212,-0.0881,0.0042,1.0000,-10.5007,0.0000,0.0000,0.0000,0.2725
24.800,1.2890,0.22678,0.22538,-0.0904,0.0040,1.0000,-10.3905,0.0000,0.0000,0.0000,0.2744
24.900,1.2741,0.23245,0.23111,-0.0943,0.0040,1.0000,-10.0949,0.0000,0.0000,0.0000,0.2783
25.000,1.2690,0.23559,0.23426,-0.0965,0.0039,1.0000,-9.9822,0.0000,0.0000,0.0000,0.2802
25.100,1.2642,0.23863,0.23733,-0.0989,0.0037,1.0000,-9.8620,0.0000,0.0000,0.0000,0.2822


